Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,['Erica Fischer'],1998,"Excerpts A letter from Lilly to Felice, March 31st, 1943 Felice, I love you! What a feeling it is to be able to say that! Oh, Felice, the nicest fate I could hope for is that of lasting happiness. I want to live with you for a long, a very long time, do you hear? And life is so beautiful, so wonderful. Felice, do you belong to me - without limit? To me only? Please say you do, at least for a very long time to come, please! Do you love me? I'm acting like a seventeen-year-old, arent't I? Be good to me, Felice, please? And yet please don't hold back. I wanted to lure you out of your hiding place. I am like a child playing with fire; will I get burned? A little? Totally? Felice, stop me! Isn't it just a little bit your fault that I'm so crazy, so totally crazy? A poem from Felice to Lilly, Christmas 1943 That there was a time before you - I can't believe! To me, we've forever been this way, Together, side by side in life and in dreams, Surrounded both by darkness and the light of day. You belong to me! Since you arrived, And slowly at first, then full of trust, Placed your heart in my hands, I have strived For the strength to build a life for us. So I have hope for days yet to come, As this year nods and slips into air, Because before me, like some emblem, I carry the copper gleam of your hair. Extract: ""The Vow"" January 30th, 1943, the tenth anniversary of Hitler's seizure of power, Hermann Göring's speech to Berliners was delayed for two hours because British scout planes were flying over the city in broad daylight for the first time. Four days after Göring declared his certainty of victory, the remaining German troops trapped in Stalingrad capitulated. Accompanied by funereal music, the defeat was announced on the radio. On February 18th Reichspropaganda minister Goebbels spurred the German people to make a greater effort. In a ""Declaration of fanatical Will"" at the Berlin Sportpalast he announced the ""Salvation of Germany and the whole of civilisation"" through ""total war"". In memory of the victims of the Russian campaign, a three minute traffic stoppage was declared. At the Zoo station, people stood stock",1555834507,9781555834500,322.0,['History'],MATURE,en,1555834507
,['Sue Reidy'],1997-12-08,"A zany tale from New Zealand in which the Virgin Mary appears to two girls with a letter for the pope, asking that the Church lift its ban on contraception. The letter is doctored on the way with the result that the pope reinforces the ban. At that, the V",9780684839547,0684839547,276.0,['Fiction'],NOT_MATURE,en,0684839547
,['Risa Teitler'],1989,"Beautifully illustrated throughout with over 75 full-color photos and drawings, this excellent book concentrates on providing the new owner with sensible and easy-to-apply information about the basics of caring for Amazon parrots. Covers selecting the right parrot, feeding, cleaning and general care, taming the Amazon parrot, training for speech and tricks, health care, breeding and much more.",0866229523,9780866229524,106.0,['Pets'],NOT_MATURE,en,0866229523
,['R. L. Stine'],1996,Mike loves hanging out in his father's weird litle museum on Fear Street until a suit of armor challenges him to a battle to the death.,0671529471,9780671529475,132.0,['Juvenile Fiction'],NOT_MATURE,en,0671529471
,,,,,,,,,,0679750789
,['Maira Kalman'],1989,"Alexander and his older sister Lulu visit Japan and discover many fascinating things including fish markets, outdoor baths, futons, and a frog who writes haiku.",0670829455,9780670829453,34.0,['Juvenile Fiction'],NOT_MATURE,en,0670829455
,"['Elizabeth Quinn', 'P.A.W.S']",2003-02,"More than 30 projects for elegant perches, cozy nooks, & kooky houses for favourite dogs, cats, mice, toads, birds, fish, turtles, & rabbits are included in this volume.",0811832279,9780811832274,108.0,['Pets'],NOT_MATURE,en,0811832279
,"['Larry Lachman', 'Diane Grindol', 'Frank Kocher']",2003-03-18,"You love your pet bird, even when he misbehaves, but how can you train him with compassion? Birds off the Perch proves that rewarding good behavior is kinder and more effective than traditional discipline through punishment. This revolutionary approach combines the expertise of an animal behaviorist, a companion parrot consultant and a veterinarian who use ""family therapy techniques"" -- such as learning to respect the bird's boundaries and viewing sibling rivalry in a broad, environmental context -- to help you change the mischievous behavior of domesticated birds, including: • Biting or aggression • Screaming • Sibling/bird rivalry • Jealousy toward its human flock members, and • Feather plucking With additional chapters on choosing the right species for your family, breeding behavior and the appropriate medical care for your bird, Birds off the Perch is the only guide you'll need to keep your pet birds healthy and happy.",0743227042,9780743227049,224.0,['Pets'],NOT_MATURE,en,0743227042
,['Laurie Keller'],2003-04,"From the author and illustrator of ""The Scrambled States of America"" comes this deliciously imaginative story about a doughnut named Arnie who sets out to change the fate of all doughnuts. Full color.",0805062831,9780805062830,48.0,['Juvenile Fiction'],NOT_MATURE,en,0805062831
,['Alex Witchel'],2003-02-04,"Discovering that her fiancâe is secretly engaged to two other women, Sandra Berlin, a successful editor, embarks on the emotional ups and downs of an arduous quest to find a meaningful life and true love in New York.",9780743240857,0743240855,324.0,['Fiction'],NOT_MATURE,en,0743240855
,['Charlaine Harris'],2003,"Last Scene Alive by Charlaine Harris released on Nov 24, 2003 is available now for purchase.",0373264763,9780373264766,251.0,['Fiction'],NOT_MATURE,en,0373264763
,['SARK'],2002-04-01,"Prosperity Pie means: plenty of everything with enough to share! We can be and feel prosperous no matter how much we have or don't have, or what outside circumstances may be. You are enough You have enough You do enough It's true",0743229207,9780743229203,208.0,"['Body, Mind & Spirit']",NOT_MATURE,en,0743229207
,"['Mattie Sue Athan', 'Dianalee Deter']",2002,"Two expert parrot owners point out the pros and cons of adopting a bird that has had a previous owner. All Complete Pet Owner's Manuals are heavily illustrated with color photos and line art, and are filled with reliable, easy-to-understand information on pet care. The many titles in this series show and tell pet owners how to care for dogs, cats, birds, fish, reptiles, gerbils, hamsters, and virtually every other animal that is kept as a pet. The books give advice on purchasing and otherwise acquiring a pet, maintaining health care, housing, proper feeding, and where applicable, grooming and training. Clear, straightforward text comes with high-quality, full-color photos and anatomically accurate line art, as well as helpful tables and charts.",0764119184,9780764119187,95.0,['Pets'],NOT_MATURE,en,0764119184
,"['Gale Gand', 'Julia Moskin']",2001,"The Food Network star offers more than 125 recipes for miniature dessert treats, from ginger cookies to very red velvet cupcakes.",9780609608258,0609608258,304.0,['Cooking'],NOT_MATURE,en,0609608258
,['Doralee Patinkin Rubin'],1999-11-29,,0312244452,9780312244453,288.0,['Cooking'],NOT_MATURE,en,0312244452
,['Maira Kalman'],1991,"Alexander and his older sister Lulu visit Japan and discover many fascinating things including fish markets, outdoor baths, futons, and a frog who writes haiku.",0140541594,9780140541595,40.0,['Juvenile Fiction'],NOT_MATURE,en,0140541594
,['David Lowe'],1979,"The Great Fire of 1871 and its aftermath are recounted in a series of eyewitness reports by newspapermen, a judge, housewives, and others",UVA:X000402079,,87.0,['History'],NOT_MATURE,en,0486237710
,['Margaret Shepherd'],2002-01-22,"From overcoming illegible penmanship to mastering the challenge of keeping straight margins, avoiding smeared ink, and choosing stationery that is appropriate but suits your style, this is a powerful little guide to conveying thoughts in an enduring—and noteworthy—way. For those who enjoy writing notes, or those who value doing so but find themselves intimidated by the task, acclaimed calligrapher Margaret Shepherd has created both an epistolary tribute and rescue manual. Just as you cherish receiving personal mail, you can take pleasure in crafting correspondence. Love, gratitude, condolences, congratulations—for every emotion and occasion, a snippet of heartfelt prose is included, sure to loosen the most stymied letter writer.",9780767907453,0767907450,0.0,['Reference'],NOT_MATURE,en,0767907450
,"['H. Leighton Steward', 'Morrison Bethea', 'Sam Andrews']",2002-12,"Offers a plan for losing weight and improving health through reducing the amount of sugar in one's diet, including sections on nutrition for kids and restaurant recipes and meal plans.",0345455371,9780345455376,367.0,['Family & Relationships'],NOT_MATURE,en,0345455371
,['Sandra Cisneros'],1994,"A candid, sexy and wonderfully mood-strewn collection of poetry that celebrates the female aspects of love, from the reflective to the overtly erotic. • From the bestselling author of The House on Mango Street and winner of the 2019 PEN/Nabokov Award for Achievement in International Literature. “Not only a gifted writer, but an absolutely essential one.” —The New York Times Book Review “All poets would do well to follow the example of Sandra Cisneros, who takes no prisoners and has not made a single compromise in her language.” — Barbara Kingsolver, Los Angeles Times",0679755276,9780679755272,148.0,['Poetry'],MATURE,en,0679755276
,['Sandra Cisneros'],2002,"During her family's annual car trip from Chicago to Mexico City, Lala Reyes listens to stories about her family, including her grandmother, the descendant of a renowned dynasty of shawl makers, whose magnificent striped shawl has come into Lala's possession.",UTEXAS:059173011684252,,472.0,['Fiction'],NOT_MATURE,en,1400041503
,['Lesley Downer'],2003,"Presents the story of the geisha whose life inspired Puccini's Madame Butterfly, from her training in geisha traditions to her marriage to penniless actor and political maverick Otojiro Kawakami and her rise to international celebrity.",UOM:39015056897484,,321.0,['Biography & Autobiography'],NOT_MATURE,en,1592400051
,['Sami Michael'],2003,"Coming of age during the 1982 Arab-Israeli conflict in Lebanon, fatherless sisters Huda and Mary, Arabians living in the Jewish city of Haifa, find their lives impacted by new neighbor Alex, a trumpet-playing Jewish Russian who awakens Huda's despairing soul and prompts Mary's dangerous foray into a love triangle with a Muslim mobster. 15,000 first printing.",UOM:39015059164056,,266.0,['Fiction'],NOT_MATURE,en,0743244966
,['Stuart Stevens'],1989,"While attempting to transfer a friend's Land Rover from the Central African republic to Europe, two travel companions experience various adventures and hijinks in such locales as Lake Chad, Timbuktu, and the Sahara",087113361X,9780871133618,254.0,['Travel'],NOT_MATURE,en,087113361X
,['Carmit Delman'],2003-09-30,"“From the outside, no matter what the gradations of my mixed heritage, the shadow of Indian brown in my skin caused others to automatically perceive me as Hindu or Muslim. . . . Still, I trekked through life with the spirit of a Jew, fleshed out by the unique challenges and wonders of a combined brown and white tradition.” In the politics of skin color, Carmit Delman is an ambassador from a world of which few are even aware. Her mother is a direct descendant of the Bene Israel, a tiny, ancient community of Jews thriving amidst the rich cultural tableau of Western India. Her father is American, a Jewish man of Eastern European descent. They met while working the land of a nascent Israeli state. Bound by love for each other and that newborn country, they hardly took notice of the interracial aspect of their union. But their daughter, Carmit, growing up in America, was well aware of her uncommon heritage. Burnt Bread and Chutney is a remarkable synthesis of the universal and the exotic. Carmit Delman’s memories of the sometimes painful, sometimes pleasurable, often awkward moments of her adolescence juxtapose strikingly with mythic tales of her female ancestors living in the Indian-Jewish community. As rites and traditions, smells and textures intertwine, Carmit’s unique cultural identity evolves. It is a youth spent dancing on the roofs of bomb shelters on a kibbutz in Israel—and the knowledge of a heritage marked by arranged marriages and archaic rules and roles. It is coming of age in Jewish summer camps and at KISS concerts—and the inevitable combination of old and new: ancient customs and modern attitudes, Jewish, Indian, and American. Carmit Delman’s journey through religious traditions, family tensions, and social tribulations to a healthy sense of wholeness and self is rendered with grace and an acute sense of depth. Burnt Bread and Chutney is a rich and innovative book that opens wide a previously unseen world.",9780345445940,0345445945,0.0,['Biography & Autobiography'],NOT_MATURE,en,0345445945
,['Joanna Trollope'],2002-09-03,"Alice Jordan looks forward to moving into The Grey House, an 18th-century residence in a village full of friendly eccentrics. But the change of scenery leads to even greater changes, as she forms a sudden, fierce friendship with an independent young woman named Clodagh-a friendship that will take her husband, the villagers, and Alice herself by complete surprise.",9780425186053,0425186059,0.0,['Fiction'],NOT_MATURE,en,0425186059
,,,,,,,,,,1592864996
,['Donna M. Gershten'],2002-02-05,"Guadalupe Magdalena Molina Vásquez -- wife, scoundrel, courtesan, mother -- is full of contradictions: she believes in love but is suspicious of men; she rejects religion but admires the Virgin Mary; she respects tradition while breaking all the rules. Here, in the Golden Zone of Teatán, Mexico, Magda tells her extraordinary life story -- from a poor Mexican barrio to American affluence, from wide-eyed childhood to worldly courtesan life, from full-blooded youth to oncoming blindness -- and bewitchingly imparts the hard-earned wisdom she has gained through the years.",0060933585,9780060933586,240.0,['Fiction'],NOT_MATURE,en,0060933585
,['Alan Kaufman'],2000,"Provides an autobiographical account of growing up with a mother traumatized by the Holocaust, finding Jewish identity, and discovering his gift as a poet.",0880642521,9780880642521,428.0,['Biography & Autobiography'],NOT_MATURE,en,0880642521
,,,,,,,,,,0312272189
,['Carol P. Christ'],1992-02-28,Womanspirit RisingThe classic anthology on feminist spirituality -- Now with an update preface in which the editors discuss its initial reception and continuing impact.,9780060613778,0060613777,322.0,['Religion'],NOT_MATURE,en,0060613777
,['Christopher Phillips'],2001,"""A bracing, rollicking read about the spark that ignites when people start asking meaningful questions.""-""O"" magazine",0393049566,9780393049565,232.0,['Philosophy'],NOT_MATURE,en,0393049566
,['Chaim Potok'],1996-08-27,"For Davita Chandal, growing up in New York in the 1930s and '40s is an experience of indescribable joy—and unfathomable sadness. Her loving parents, both fervent radicals, fill her with the fiercely bright hope for a new, better world. But the deprivations of war and the Depression take their ruthless toll. And Davita, unexpectedly, finds in the Jewish faith that her mother had long ago abandoned both a solace to her questioning inner pain and a test of her budding spirit of independence. To her, life's elusive possibilities for happiness, for fulfillment, for decency, become as real and resonant as the music of the small harp that hangs on her door, welcoming all guests with its sweet, gentle tones. Praise for Davita's Harp “Rich . . . enchanting . . . [Chaim] Potok's bravest book.”—The New York Times Book Review “It is an enormous pleasure to sink into such a rich . . . solidly written novel. The reader knows from the first few pages that he is in the hands of a sure professional who won't let him down.”—People “Engrossing . . . Filled with a host of richly drawn characters. Potok is a master storyteller.”—Chicago Tribune “Gripping and intriguing . . . A well-told tale that needed telling.”—The Philadelphia Inquirer",0449911837,9780449911839,386.0,['Fiction'],NOT_MATURE,en,0449911837
,['Lisa Bach'],2001,Some of the world's greatest women writers contribute stories about food from across the globe.,1885211716,9781885211712,219.0,['Social Science'],NOT_MATURE,en,1885211716
,,1996,A saintly rabbi miraculously brings to life a clay giant who helps him watch over the Jews of sixteenth-century Prague.,UOM:39076002768278,,40.0,['Juvenile Fiction'],NOT_MATURE,en,0395726182
,['Richard Saul Wurman'],1998-12-30,"The 40 detailed neighborhood maps in this guide will help you immediately locate the hotels, restaurants, shops, and sights of Los Angeles. Pack lightly and carry the best travel guides going: ACCESS. Arranged by neighborhood and featuring color-coded entries keyed to easy-to-read maps, ACCESS guides are designed to help you explore a neighborhood or an entire city in depth. You'll never get lost with an ACCESS guide in hand, but you may well be lost without one. So whether you are visiting Miami or Montreal, you'll need a sturdy pair of walking shoes and plenty of ACCESS.",0062772597,9780062772596,256.0,['Travel'],NOT_MATURE,en,0062772597
,['Kathryn Harrison'],2000,"The lives of two women--a Chinese girl named Mai and her Western niece, Alice--intersect in turn-of-the-century Shanghai",UOM:39015047868453,,312.0,['Fiction'],NOT_MATURE,en,0679450009
,,,,,,,,,,3518367749
,,,,,,,,,,061832965X
,['Robert Asprin'],1992,"Captain Willard Phule must lead his group of unlikely interstellar armed forces on a mission to protect The Fat Chance, an intergalactic casino, from a criminal takeover. Original.",0441662536,9780441662531,252.0,['Fiction'],NOT_MATURE,en,0441662536
,"['Robert Asprin', 'Peter J. Heck']",1999,Captain Willard Phule and his crack team of casino security agents are sent to an underdeveloped planet to help them make a success of a new scheme to transform the world into an intergalactic amusement park. Original.,0441006582,9780441006588,277.0,['Fiction'],NOT_MATURE,en,0441006582
,['Margaret Weis'],1988,"Henry is generally well-behaved, but he is occasionally arrogant and vain. Henry is at heart a hard worker, but his frequent bouts of illness hinder his work.",9780553271645,0553271644,383.0,['Fiction'],NOT_MATURE,en,0553271644
,['Laurell K. Hamilton'],2002-09-24,"Meet Anita Blake, Vampire Hunter, in the first novel in the #1 New York Times bestselling series that “blends the genres of romance, horror and adventure with stunning panache”(Diana Gabaldon). Laurell K. Hamilton’s bestselling series has captured readers’ wildest imaginations and addicted them to a seductive world where supernatural hungers collide with the desires of the human heart, starring a heroine like no other... Anita Blake is small, dark, and dangerous. Her turf is the city of St. Louis. Her job: re-animating the dead and killing the undead who take things too far. But when the city’s most powerful vampire asks her to solve a series of vicious slayings, Anita must confront her greatest fear—her undeniable attraction to master vampire Jean-Claude, one of the creatures she is sworn to destroy... “What The Da Vinci Code did for the religious thriller, the Anita Blake series has done for the vampire novel.”—USA Today",051513449X,9780515134490,276.0,['Fiction'],NOT_MATURE,en,051513449x
,['R. C. Brojim'],2000,,1930874006,9781930874008,360.0,['Fiction'],NOT_MATURE,en,1930874006
,"['Winnie Mandela', 'Mary Benson']",1985,Tells the story of a Black South African leader who has been forcibly separated from her husband for twenty-three years,0393302903,9780393302905,180.0,['Biography & Autobiography'],NOT_MATURE,en,0393302903
,['Kim Young'],1997-07,"This novel of the end of time features a sinister first lady, a power hungry pope, a billionaire oilman, assassination attempte, intrigue, and covert activities. As the world turns toward Israel, the countdown begins toward a dramatic conclusion.",0965674916,9780965674911,260.0,['Eschatology'],NOT_MATURE,en,0965674916
,"['Ralph Waldo Emerson', 'Henry David Thoreau']",1994-07-01,"Together in one volume, Emerson's Nature and Thoreau's Walking, is writing that defines our distinctly American relationship to nature.",9780807014196,0807014192,0.0,['Nature'],NOT_MATURE,en,0807014192
,['Cynthia Freeman'],1986,,0425085295,9780425085295,324.0,['American fiction'],NOT_MATURE,en,0425085295
,,,,,,,,,,0743448545
,['Lori Copeland'],1992,"Transported back in time to revolutionary America, Ashley Wheeler is suddenly labeled a Tory spy, and is soon the object of fascination for Dr. Aaron Kenneman, a steely-eyed man who is determined to find out what she knows. Original.",0440208076,9780440208075,280.0,['Fiction'],NOT_MATURE,en,0440208076
,"['George Lucas', 'Donald F. Glut', 'James Kahn']",1993,"Luke Skywalker moves from farm mechanic to Jedi warrior in a collection of all three volumes of the Star Wars trilogy that features Luke, Han Solo, Princess Leia, Darth Vader, Obi-Wan Kenobi, and others. Reprint.",0345384385,9780345384386,484.0,['Fiction'],NOT_MATURE,en,0345384385
,['Janelle Taylor'],1984,,082171323X,9780821713235,612.0,['Georgia'],NOT_MATURE,en,082171323X
,['Pamela Morsi'],1992,"Miss Esme Crabb turns the town, and her heart, upside down when she sets out to win the affections of a wealthy man, despite social pressure against such bold overtures. Original.",0515108952,9780515108958,340.0,['Fiction'],NOT_MATURE,en,0515108952
,['Ana Seymour'],1999,"Lord Of Lyonsbridge by Ana Seymour released on Jun 24, 1999 is available now for purchase.",0373290721,9780373290727,308.0,['Fiction'],NOT_MATURE,en,0373290721
,['Steven D. Stark'],1997,"A fascinating look at sixty seminal television programs and key media events from the last fifty years argues that television shows from I Love Lucy to Meet the Press and Dragnet have all influenced the national consciousness as well as governmental policy. 20,000 first printing.",UOM:39015041771489,,340.0,['Performing Arts'],NOT_MATURE,en,0684828170
,['Sandra Brown'],1997-10-01,"From the one and only Sandra Brown comes a searing novel of romantic suspense. . . as a beautiful young mother falls victim to a brazen crime. . . and a seductive captor. . . . When her divorce was finally granted, Miranda Price thought the worst was behind her. Now she could get on with her life, far from the public scrutiny and private misery that went along with being Representative Price's wife. But when Miranda decides to take their young son on a vacation out West, she stumbles into a mother's worst nightmare. Snatched off a train full of vacationing sightseers, she and her son become the captives of an enigmatic stranger. Miranda knows she will do anything to save her child. . . even if it means fighting her own treacherous feelings for the man who holds her hostage. . . even if it means facing up to a shocking revelation that will make her question her past, her choices, and the woman she's become.",9780553297515,0553297511,0.0,['Fiction'],NOT_MATURE,en,0553297511
,['Rebecca Brandewyne'],1985-09,"A raven-haired beauty finds love with El Lobo, a fierce bounty hunter, across the American Old West in this historical romance from the author of ""The Princess Goes West"".",0446342203,9780446342209,576.0,['Fiction'],NOT_MATURE,en,0446342203
,['Catherine Coulter'],1993,"When Dr. Elliot Mallory meets model Georgina Hathaway, everything seems perfect. But while Elliot is ready for a home and family, Georgina's career is just starting to take off. Can they make it work?",0373482590,9780373482597,252.0,['Fiction'],NOT_MATURE,en,0373482590
,['Janelle Taylor'],1990,"Texas heiress Laura Leigh Webster thought she was prepared for the perils she might face on her first African safari. But the beautiful blonde never dreamed her biggest worry would be a beast of the two-legged - variety Jace Elliot, her handsome, sensual guide. Every instinct warned her that Jace was a dangerous man she dared not trust... or love. But now that fate had placed her in his strong hands, Leigh was stunned to realize there was nowhere else she'd rather be!",0821729128,9780821729120,511.0,['Africa'],NOT_MATURE,en,0821729128
,,,,,,,,,,0517000369
,['Katherine Stone'],1991,"Southhampton is a place of casual elegance and simple perfection. Where the rich watch each other grow richer, and the whispers of scandal are as relentless as the rhythm of the sea. Here three beautiful, lonely women--Julia, Diana, and Casey--struggle to find love--or save it. Each is driven by her own fears, desires, dearest dreams and a haunting hope of a life of love.",0821733621,9780821733622,488.0,['Long Island (N.Y.)'],NOT_MATURE,en,0821733621
,['Julia Quinn'],1995-04-01,"Based on the phenomenal growth of Quinn′s popularity, and her four-week stint on the New York Times bestseller list with Romancing Mr Bridgerton, it′s the perfect time to revisit Ms Quinn′s ′splendid′ storytelling. American heiress Emma Dunster has always been fun-loving and independent with no wish to settle into marriage. She plans to enjoy her Season in London in more unconventional ways than husband-hunting. But this time Emma′s high-jinks lead her into dangerous temptation... Alexander Ridgely, the Duke of Ashbourne, is a notorious rake who carefully avoids the risk of love...until he plants one reckless kiss on the sensuous lips of this high-spirited innocent...and condemns himself to delicious torment. Little does he know that his passion has touched the very soul of the lovely enchantress...and committed them both to a lifetime of splendid ecstasy.",0380780747,9780380780747,400.0,['Fiction'],NOT_MATURE,en,0380780747
,['Francesca Lia Block'],2000-09-19,"With language that is both lyrical and distinctly her own, Francesca Lia Block turns nine fairy tales inside out. Escaping the poisoned apple, Snow frees herself from possession to find the truth of love in an unexpected place. A club girl from L.A., awakening from a long sleep to the memories of her past, finally finds release from its curse. And Beauty learns that Beasts can understand more than men. Within these singular, timeless landscapes, the brutal and the magical collide, and the heroine triumphs because of the strength she finds in a pen, a paintbrush, a lover, a friend, a mother, and finally, in herself. Best Children's Books 2000 (PW) Books for the Teen Age 2001 (NYPL)",0060281294,9780060281298,240.0,['Juvenile Fiction'],NOT_MATURE,en,0060281294
,['Craig Brown'],2001,"Sir Harvey Marlowe, publisher, engages in a sprightly correspondence with his old schoolmaster Gerald Marsh. From his home in Shuffling, Marsh waxes lyrical on the subject of household manners (“I blow my nose with an handkerchief. Et toi?”) and the pleasures of reading books backwards. Meanwhile, Sir Harvey, darting from meal to meal with gifted young writers, sends his old friend the hottest news from the literary front. But despite their passion for literature (“I imagine you already know that steak is an anagram for Keats?”), 1983 proves a testing year for their friendship. At the same time as Marsh is completing Pass the Fruitcake, Iris, his 1,000-page study of music hall gaffes, Sir Harvey is becoming strangely attracted to his wife. This is a wickedly funny send-up of literary pretension.",1853754617,9781853754616,156.0,['Humor'],NOT_MATURE,en,1853754617
,['Margery Sharp'],1974-08,"Miss Bianca enlists the aid of the society's Boy Scout troop to rescue the wicked Mandrake, her one deadly enemy. Grades 5-7.",0440486300,9780440486305,144.0,['Mice'],NOT_MATURE,en,0440486300
,,,,,,,,,,0373835973
,,,,,,,,,,0440457610
,['Leo Frankowski'],2004-01-27,"A gang of motorcyclists find a strange hole in the ground where a house had been, then find the pieces of the machine that put it there. When they turn the machine on, the world will never be the same.",0743471911,9780743471916,432.0,['Fiction'],NOT_MATURE,en,0743471911
,['Anthony Charles H. Smith'],1986,"Fourteen-year-old Sarah must reach the center of a dangerous labyrinth within thirteen hours in order to save her little brother, Toby from Jareth, King of the Goblins",0030073227,9780030073229,183.0,,NOT_MATURE,en,0030073227
,['Erskine Childers'],1992,"While on a sailing holiday in the North Sea, two young Englishmen encounter suspicious German naval activity off the coast of the Frisian Islands a discovery that leads them into a world of suspense and intrigue. Initially published in 1903, this thrilling adventure is regarded by many critics as one of the best spy novels ever written, notable for its richness of technical detail about inshore sailing and unsurpassed narrative style.--From publisher description.",OCLC:82355516,,296.0,['British'],NOT_MATURE,en,185326038X
,['Kevin Bowen'],2000,"Amidst turmoil in the Middle East, a renowned archeologist is called in to search for explosive at a famous tourist site. The world is not ready for what he discovers there. . . .",1930892128,9781930892125,244.0,['Fiction'],NOT_MATURE,en,1930892128
,['Adrian Havill'],2001-12-09,"The author of The Monther, the Son, and the Socialite chronicles the bizarre and deadly world of Hadden Clark, who was responsible for a twenty-year spree of madness, gruesome killings, and cannibalism that claimed the lives of more than a dozen women. Original.",0312978901,9780312978907,308.0,['True Crime'],NOT_MATURE,en,0312978901
,,,,,,,,,,0140147314
,['Edward A. Taub'],1994,"Offers a self-help program to improve physical and mental health through diet, exercise, and meditation, and includes recipes for healthy meals",0130824631,9780130824639,305.0,['Medical'],NOT_MATURE,en,0130824631
,['Sandy Weinberg'],1995,"This work covers all aspects of the Food and Drug Administration's Good Laboratory Practice relgulations and techniques for implementation. This edition includes general knowledge on computer system validation, details on implementing GIPs in an automated laboratory, a forecast of the flexibility and effectiveness of GLPs in the changing laboratory environment, and a contemporary bibliography with new references.",STANFORD:36105012419888,,320.0,['Biological laboratories'],NOT_MATURE,en,0824793773
,['Louisa May Alcott'],1980-06,"As part of the wonderful Collector's Library Series, Little Women is one of the best-loved children's classics of all time. This attractive volume contains the complete and unabridged story with 8 full color illustrations, plus numerous black & white illustrations throughout. The deluxe edition features a full piece cloth case, a four color illustrated onlay on the front cover, foil stamping on front and spine, stained edges on three sides, printed endpapers with book plate, and a satin ribbon marker. This book should have an honored place in any child's library.",0893757071,9780893757076,564.0,['Juvenile Fiction'],NOT_MATURE,en,0893757071
,['Singer'],1992-11-23,This single-source reference provides practical guidance for the quality auditing of a chemical or biological testing laboratory-helping to develop or improve quality control and quality assurance programs in order to meet certification standards or pass external-source audits.,0824787846,9780824787844,434.0,['Technology & Engineering'],NOT_MATURE,en,0824787846
,['Jack Griffin'],1998-01-01,"Features a complete vocabulary of words and body language tailored to common work situations, from getting a job to dealing with supervisors",0735200122,9780735200128,394.0,['Business & Economics'],NOT_MATURE,en,0735200122
,['Carol Bly'],1985,A collection of short stories dealing with everyday life,0915943360,9780915943364,125.0,['Minnesota'],NOT_MATURE,en,0915943360
,,,,,,,,,,0807727687
,['Beverly Clark'],1998-11-24,"Filled with a wealth of information, checklists, calendars, pockets for items such as receipts, and space for notes, the foremost guide to planning the perfect wedding covers every aspect from the engagement party to finding the right dress to writing special vows. Original. IP.",0934081174,9780934081177,286.0,['Reference'],NOT_MATURE,en,0934081174
,['Frank Smith'],1990,"In this book, Frank Smith analyses the language of thinking and then moves on to look at different aspects of the thinking process: everyday thought, creative and critical thought.",0807730572,9780807730577,181.0,['Education'],NOT_MATURE,en,0807730572
,['Diane L. Tracy'],1994,"This second edition covers the principles of asepsis, application of aseptic technique, surgical area design, equipment and instrumentation, and small animal surgery and surgical emergencies.",UOM:39015041732184,,420.0,['Cats'],NOT_MATURE,en,0801668131
,"['Diane McKelvey', 'K. Wayne Hollingshead']",1994,"This volume emphasizes the expanded roles of the technician in the anaesthesia process. The chapters cover: patient evaluation, selection of the anaesthetic protocol, patient care; personal safety considerations; anaesthetic emergencies and special techniques.",UOM:39015037765826,,332.0,['Anesthésie (Médecine vétérinaire)'],NOT_MATURE,en,0801679613
,"['Harry R. Haldeman', 'Henry R. Haldeman', 'Joseph DiMona']",1978,"Haldeman recalls his years as White House Chief of Staff, answers important remaining questions about Watergate, and provides a revealing portrait of the character and motivations of Richard Nixon",UOM:39015046335520,,372.0,['Social Science'],NOT_MATURE,en,0812907248
,['Pamela Sargent'],1995,"Presents eighteen short stories by and about women, from C.L. Morre's 1944 pulp-magazine novella about cyborgs to Joan D. Vinge's 1978 tale of a spacewoman's triumph",UOM:39015034422520,,456.0,['Fiction'],NOT_MATURE,en,0156000318
,['Stephen Walker'],2001-04,A neurotic British filmmaker recounts his up-and-down journey to Cannes as he tries to film a documentary about the legendary French film festival. Reprint.,014100147X,9780141001470,276.0,['Performing Arts'],NOT_MATURE,en,014100147X
,['Randy Shilts'],1988,"An examination of the AIDS crisis exposes the federal government for its inaction, health authorities for their greed, and scientists for their desire for prestige in the face of the AIDS pandemic",UOM:39015046008499,,676.0,['History'],NOT_MATURE,en,014011369X
,['Carroll'],1996-02-01,"If you've read her wildly popular column in Elle or seen Ask E. Jean - the first interactive advice show on televisionyou know that the outrageously brilliant E. Jean Carroll is the only advice columnist in America with the wisdom, the guts, and the pure rambunctious flair to give it to you straight. And if you haven't caught her act, honey, you don't know what you're missing! No matter what's on your mind, the incomparable, generous-hearted E. Jean's got answers on everything from younger men to adultery to overprotective mothers, from dating to ice cream binges to that ever-hardly perennial, the reappearing ex-boyfriend. Bursting with optimism (yet so completely human she eats nine-day-old carrot cake for lunch), E. Jean Carroll will inspire any woman to strap on her sexiest dress and pursue the fascinating, passionate, boundless life of her wildest dreams. And, of course, she gives men great advice too.",0671567888,9780671567880,224.0,['Self-Help'],NOT_MATURE,en,0671567888
